address,categories/0,categories/1,categoryName,cid,city,countryCode,isAdvertisement,locatedIn,latitude,longitude,menu,neighborhood,permanentlyClosed,phone,placeId,plusCode,postalCode,price,rank,reviewsCount,reviewsDistribution/fiveStar,reviewsDistribution/fourStar,reviewsDistribution/oneStar,reviewsDistribution/threeStar,reviewsDistribution/twoStar,scrapedAt,searchPageUrl,searchString,state,street,subTitle,temporarilyClosed,store_name,totalScore,url,website
"1/116B, off, Jalan Kuchai Lama, Kuchai Entrepreneurs Park, 58200 Kuala Lumpur, Malaysia",Fast food restaurant,Restaurant,Fast food restaurant,6.33598E+18,Kuala Lumpur,MY,FALSE,,3.0872023,101.6901265,,"1/116B, off, Jalan Kuchai Lama",FALSE,+60 3-7982 2180,ChIJOajv5d1LzDERet_eZdXn7Vc,"3MPR+V3 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",58200,$$,21,2192,834,604,254,388,112,2022-04-22T06:21:15.413Z,"https://www.google.com/maps/search/McDonald's+in+kl/@3.1409351,101.6235505,12z?hl=en",,Federal Territory of Kuala Lumpur,"1/116B, off, Jalan Kuchai Lama",,FALSE,McDonald's Kuchai Lama DT,3.8,"https://www.google.com/maps/place/McDonald's+Kuchai+Lama+DT/@3.0872023,101.6879378,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc4bdde5efa839:0x57ede7d565dedf7a!8m2!3d3.0872023!4d101.6901265?hl=en",https://www.mcdonalds.com.my/
"Lot G-W-1, Ground Floor, West Wing, Rohas Pure Circle, 9, Jalan P. Ramlee, 50450 Kuala Lumpur, Malaysia",Restaurant,,Restaurant,1.12719E+19,Kuala Lumpur,MY,FALSE,,3.1546658,101.7084895,,"Lot G-W-1, Ground Floor, West Wing, Rohas Pure Circle, 9, Jalan P. Ramlee",FALSE,+60 3-2181 5851,ChIJmesAhjE3zDERy39f7yHFbZw,"5P35+V9 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",50450,$$,19,349,184,91,28,39,7,2022-04-22T06:21:23.415Z,"https://www.google.com/maps/search/McDonald's+in+kl/@3.1409398,101.6235506,12z?hl=en",,Federal Territory of Kuala Lumpur,"Lot G-W-1, Ground Floor, West Wing, Rohas Pure Circle, 9, Jalan P. Ramlee",,FALSE,McDonald's Jalan P. Ramlee,4.1,"https://www.google.com/maps/place/McDonald's+Jalan+P.+Ramlee/@3.1546658,101.7063008,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc37318600eb99:0x9c6dc521ef5f7fcb!8m2!3d3.1546658!4d101.7084895?hl=en",https://www.mcdonalds.com.my/
"Suria Klcc, Shopping Centre, Lot C35 - 38, Concourse Floor, Jln Ampang, 50088 Kuala Lumpur, Malaysia",Restaurant,,Restaurant,1.63158E+19,Kuala Lumpur,MY,FALSE,Suria KLCC,3.1568208,101.7112868,,"Suria Klcc, Shopping Centre, Lot C35 - 38, Concourse Floor, Jln Ampang",FALSE,+60 3-2715 1512,ChIJeRnDu9Y3zDERf5kikYxsbeI,"5P46+PG Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",50088,$$,18,560,277,170,21,75,17,2022-04-22T06:21:30.929Z,"https://www.google.com/maps/search/McDonald's+in+kl/@3.1409398,101.6235506,12z?hl=en",,Federal Territory of Kuala Lumpur,"Suria Klcc, Shopping Centre, Lot C35 - 38, Concourse Floor, Jln Ampang",,FALSE,McDonald's Suria KLCC,4.2,"https://www.google.com/maps/place/McDonald's+Suria+KLCC/@3.1568208,101.7090981,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc37d6bbc31979:0xe26d6c8c9122997f!8m2!3d3.1568208!4d101.7112868?hl=en",https://www.mcdonalds.com.my/
"Lot 16794 & 16795, Jalan 37/56, Setiawangsa, 54200 Kuala Lumpur, Malaysia",Restaurant,,Restaurant,8.90689E+18,Kuala Lumpur,MY,FALSE,Petronas Taman Setiawangsa,3.1779301,101.7436366,,"Lot 16794 & 16795, Jalan 37/56",FALSE,+60 3-4265 1384,ChIJJe7xU5o3zDERMu36EeWcm3s,"5PHV+5F Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",54200,$$,17,712,301,178,92,105,36,2022-04-22T06:21:38.524Z,"https://www.google.com/maps/search/McDonald's+in+kl/@3.1409398,101.6235506,12z?hl=en",,Federal Territory of Kuala Lumpur,"Lot 16794 & 16795, Jalan 37/56",,FALSE,McDonald's Setiawangsa DT,3.8,"https://www.google.com/maps/place/McDonald's+Setiawangsa+DT/@3.1779301,101.7414479,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc379a53f1ee25:0x7b9b9ce511faed32!8m2!3d3.1779295!4d101.7436671?hl=en",https://www.mcdonalds.com.my/
"Lot 2 & 2-1, Jalan 1/76d, Desa Pandan, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Fast food restaurant,Restaurant,Fast food restaurant,6.16094E+17,Kuala Lumpur,MY,FALSE,,3.1471054,101.7368612,,"Lot 2 & 2-1, Jalan 1/76d",FALSE,+60 3-9285 2636,ChIJCe_5Pkw2zDERDcLU7e7NjAg,"4PWP+RP Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",55100,$$,16,2080,893,583,136,357,111,2022-04-22T06:21:46.261Z,"https://www.google.com/maps/search/McDonald's+in+kl/@3.1409398,101.6235506,12z?hl=en",,Federal Territory of Kuala Lumpur,"Lot 2 & 2-1, Jalan 1/76d",,FALSE,McDonald's Desa Pandan,4,"https://www.google.com/maps/place/McDonald's+Desa+Pandan/@3.1471054,101.7346725,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc364c3ef9ef09:0x88ccdeeedd4c20d!8m2!3d3.1471054!4d101.7368612?hl=en",https://www.mcdonalds.com.my/
"LG, Sunway Velocity Mall, Jalan Peel, 55100 Kuala Lumpur, Malaysia",Restaurant,,Restaurant,1.31568E+18,Kuala Lumpur,MY,FALSE,Floor 1 · Sunway Velocity Mall,3.1273393,101.7244202,,"LG, Sunway Velocity Mall, Jalan Peel",FALSE,+60 3-2732 0717,ChIJjZ7-GhQ2zDERgA-Bqwo6QhI,"4PGF+WQ Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",55100,$$,15,285,130,77,25,47,6,2022-04-22T06:21:55.220Z,"https://www.google.com/maps/search/McDonald's+in+kl/@3.1409398,101.6235506,12z?hl=en",,Federal Territory of Kuala Lumpur,"LG, Sunway Velocity Mall, Jalan Peel",,FALSE,McDonald's Sunway Velocity Mall,4,"https://www.google.com/maps/place/McDonald's+Sunway+Velocity+Mall/@3.1273393,101.7222315,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc36141afe9e8d:0x12423a0aab810f80!8m2!3d3.1273393!4d101.7244202?hl=en",https://www.mcdonalds.com.my/
"Tingkat 3, Mid Valley Megamall, Lingkaran Syed Putra, 59200 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",Fast food restaurant,Restaurant,Fast food restaurant,1.27829E+19,Kuala Lumpur,MY,FALSE,Mid Valley Megamall,3.1182012,101.6784425,,"Tingkat 3, Mid Valley Megamall, Lingkaran Syed Putra",FALSE,+60 3-2201 0506,ChIJ4Su2jBBJzDERgwoqjtUjZrE,"4M9H+79 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",59200,$$,14,486,192,134,68,73,19,2022-04-22T06:22:03.079Z,"https://www.google.com/maps/search/McDonald's+in+kl/@3.1409398,101.6235506,12z?hl=en",,Federal Territory of Kuala Lumpur,"Tingkat 3, Mid Valley Megamall, Lingkaran Syed Putra",,FALSE,McDonald's Mid Valley 3,3.8,"https://www.google.com/maps/place/McDonald's+Mid+Valley+3/@3.1182012,101.6762538,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc49108cb62be1:0xb16623d58e2a0a83!8m2!3d3.1182012!4d101.6784425?hl=en",https://www.mcdonalds.com.my/
"Lot 18113, Jalan Cendikiawan, 55100 Mukim, Federal Territory of Kuala Lumpur, Malaysia",Restaurant,,Restaurant,7.36372E+18,Kuala Lumpur,MY,FALSE,,3.0813549,101.7320106,,"Lot 18113, Jalan Cendikiawan, 55100 Mukim",FALSE,+60 3-9101 6190,ChIJbxsJ26I1zDERuLi4-fAzMWY,"3PJJ+GR Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",,$$,13,3626,1594,1035,269,589,139,2022-04-22T06:22:10.172Z,"https://www.google.com/maps/search/McDonald's+in+kl/@3.1409398,101.6235506,12z?hl=en",,Federal Territory of Kuala Lumpur,"Lot 18113, Jalan Cendikiawan, 55100 Mukim",,FALSE,McDonald's Taman Connaught DT,4,"https://www.google.com/maps/place/McDonald's+Taman+Connaught+DT/@3.0813549,101.7298219,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc35a2db091b6f:0x663133f0f9b8b8b8!8m2!3d3.0813543!4d101.7320385?hl=en",http://www.mcdonalds.com.my/
"Plaza OUG, Part of G03 to G06, Ground Floor, Jln Klang Lama, 58000 Kuala Lumpur, Malaysia",Restaurant,,Restaurant,5.23477E+18,Kuala Lumpur,MY,FALSE,Plaza OUG,3.0819669,101.6713343,,"Plaza OUG, Part of G03 to G06, Ground Floor, Jln Klang Lama",FALSE,+60 3-7982 0933,ChIJz6YgI1BKzDERGfCMePynpUg,"3MJC+QG Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",58000,$$,12,440,166,82,75,88,29,2022-04-22T06:22:17.586Z,"https://www.google.com/maps/search/McDonald's+in+kl/@3.1409398,101.6235506,12z?hl=en",,Federal Territory of Kuala Lumpur,"Plaza OUG, Part of G03 to G06, Ground Floor, Jln Klang Lama",,FALSE,McDonald's OUG,3.5,"https://www.google.com/maps/place/McDonald's+OUG/@3.0819669,101.6691456,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc4a502320a6cf:0x48a5a7fc788cf019!8m2!3d3.0819669!4d101.6713343?hl=en",https://www.mcdonalds.com.my/
"Lot No. LG-033 & LG-034, Lower Ground Floor, Jalan Kelang Lama, Malaysia, Kuala Lumpur, 58000 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",Fast food restaurant,,Fast food restaurant,1.79008E+19,Kuala Lumpur,MY,FALSE,Floor G · Mid Valley Megamall,3.117472,101.677383,,"Lot No. LG-033 & LG-034, Lower Ground Floor, Jalan Kelang Lama, Malaysia",FALSE,+60 3-2284 8870,ChIJz0wkCt9JzDERiAfq4z9SbPg,"4M8G+XX Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",58000,$$,11,12,7,0,4,1,0,2022-04-22T06:22:25.028Z,"https://www.google.com/maps/search/McDonald's+in+kl/@3.1409398,101.6235506,12z?hl=en",,Federal Territory of Kuala Lumpur,"Lot No. LG-033 & LG-034, Lower Ground Floor, Jalan Kelang Lama, Malaysia",,TRUE,McDonald's Mid Valley 1,3.5,"https://www.google.com/maps/place/McDonald's+Mid+Valley+1/@3.117472,101.6751943,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc49df0a244ccf:0xf86c523fe3ea0788!8m2!3d3.117472!4d101.677383?hl=en",http://www.mcdonalds.com.my/
"Lot 8, Section, 85, Jalan Pahang, Setapak, 53000 Kuala Lumpur, Malaysia",Fast food restaurant,Restaurant,Fast food restaurant,5.01998E+18,Kuala Lumpur,MY,FALSE,,3.1795571,101.7004393,,"Lot 8, Section, 85, Jalan Pahang",FALSE,+60 3-4023 2602,ChIJPTtraBtIzDERL1jfWmuOqkU,"5PH2+R5 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",53000,$$,10,4984,2204,1329,387,815,249,2022-04-22T06:22:33.019Z,"https://www.google.com/maps/search/McDonald's+in+kl/@3.1409398,101.6235506,12z?hl=en",,Federal Territory of Kuala Lumpur,"Lot 8, Section, 85, Jalan Pahang",,FALSE,McDonald's Titiwangsa DT,4,"https://www.google.com/maps/place/McDonald's+Titiwangsa+DT/@3.1795571,101.6982506,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc481b686b3b3d:0x45aa8e6b5adf582f!8m2!3d3.1795539!4d101.7004473?hl=en",http://www.mcdonalds.com.my/
"Wisma Lim Foo Yong, Lot No. 62, Seksyen, 57, Jalan Raja Chulan, 50250 Kuala Lumpur, Malaysia",Restaurant,,Restaurant,1.59768E+19,Kuala Lumpur,MY,FALSE,Selections Groceries - Wisma Lim Foo Yong,3.1504609,101.7092659,,"Wisma Lim Foo Yong, Lot No. 62, Seksyen, 57, Jalan Raja Chulan",FALSE,+60 3-2110 2479,ChIJw3hsWek3zDERto1GZmLWuN0,"5P25+5P Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",50250,$$,9,96,57,22,6,8,3,2022-04-22T06:22:40.711Z,"https://www.google.com/maps/search/McDonald's+in+kl/@3.1409398,101.6235506,12z?hl=en",,Federal Territory of Kuala Lumpur,"Wisma Lim Foo Yong, Lot No. 62, Seksyen, 57, Jalan Raja Chulan",,FALSE,McDonald's Wisma Lim Foo Yong,4.3,"https://www.google.com/maps/place/McDonald's+Wisma+Lim+Foo+Yong/@3.1504609,101.7070772,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc37e9596c78c3:0xddb8d66266468db6!8m2!3d3.1504609!4d101.7092659?hl=en",https://www.mcdonalds.com.my/
"Unit No. L4. 02 & 03, Level 4, 1 Sentral, Jalan Travers, Malaysia, Kuala Lumpur, 50470 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",Fast food restaurant,,Fast food restaurant,1.46575E+19,Kuala Lumpur,MY,FALSE,,3.133,101.687,,"Unit No. L4. 02 & 03, Level 4, 1 Sentral, Jalan Travers, Malaysia",FALSE,+60 3-2272 2054,ChIJi9E_scFJzDERg8iLY4XCacs,"4MMP+5R Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",50470,$$,8,142,55,40,19,24,4,2022-04-22T06:22:48.315Z,"https://www.google.com/maps/search/McDonald's+in+kl/@3.1409398,101.6235506,12z?hl=en",,Federal Territory of Kuala Lumpur,"Unit No. L4. 02 & 03, Level 4, 1 Sentral, Jalan Travers, Malaysia",,FALSE,McDonald's NU Sentral,3.8,"https://www.google.com/maps/place/McDonald's+NU+Sentral/@3.133,101.6848113,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc49c1b13fd18b:0xcb69c285638bc883!8m2!3d3.133!4d101.687?hl=en",http://www.mcdonalds.com.my/
"S/B, Lot 6, LGF, SOGO Pernas Department Stores, 190, Jalan Tuanku Abdul Rahman, 50100 Kuala Lumpur, Malaysia",Fast food restaurant,Restaurant,Fast food restaurant,1.38408E+19,Kuala Lumpur,MY,FALSE,SOGO Kuala Lumpur,3.1560193,101.6952973,,"S/B, Lot 6, LGF, SOGO Pernas Department Stores, 190, Jalan Tuanku Abdul Rahman",FALSE,+60 3-2202 8063,ChIJaf98ADJIzDERbmaMfDZ8FMA,"5M4W+C4 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",50100,$$,5,611,287,178,20,109,17,2022-04-22T06:22:56.927Z,"https://www.google.com/maps/search/McDonald's+in+kl/@3.1409398,101.6235506,12z?hl=en",,Federal Territory of Kuala Lumpur,"S/B, Lot 6, LGF, SOGO Pernas Department Stores, 190, Jalan Tuanku Abdul Rahman",,FALSE,McDonald's SOGO,4.1,"https://www.google.com/maps/place/McDonald's+SOGO/@3.1560193,101.6931086,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc4832007cff69:0xc0147c367c8c666e!8m2!3d3.1560193!4d101.6952973?hl=en",https://www.mcdonalds.com.my/
"Lot 05-93, 93A, 1, Jalan Imbi, Imbi, 55100 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",Fast food restaurant,Restaurant,Fast food restaurant,6.2725E+18,Kuala Lumpur,MY,FALSE,Berjaya Times Square KL Shopping Mall,3.1420818,101.7110315,,"Lot 05-93, 93A, 1, Jalan Imbi",FALSE,+60 3-2110 0154,ChIJO-bjmSg2zDERQTM3DHtjDFc,"4PR6+RC Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",55100,$$,4,1087,508,269,90,170,50,2022-04-22T06:23:03.835Z,"https://www.google.com/maps/search/McDonald's+in+kl/@3.1409398,101.6235506,12z?hl=en",,Federal Territory of Kuala Lumpur,"Lot 05-93, 93A, 1, Jalan Imbi",,FALSE,McDonald's Berjaya Times Square,4,"https://www.google.com/maps/place/McDonald's+Berjaya+Times+Square/@3.1420818,101.7088428,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc362899e3e63b:0x570c637b0c373341!8m2!3d3.1420818!4d101.7110315?hl=en",https://www.mcdonalds.com.my/
"Lot No. G17, G17A & G17B, Ground Floor, Intermark Mall, 348, Jln Tun Razak, 50400 Kuala Lumpur, Malaysia",Restaurant,,Restaurant,1.07703E+19,Kuala Lumpur,MY,FALSE,Intermark Mall,3.161203,101.7199958,,"Lot No. G17, G17A & G17B, Ground Floor, Intermark Mall, 348, Jln Tun Razak",FALSE,+60 3-2715 5667,ChIJQa_jY8U3zDERTWQ51XDld5U,"5P69+FX Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",50400,$$,3,1147,569,360,64,115,39,2022-04-22T06:23:11.408Z,"https://www.google.com/maps/search/McDonald's+in+kl/@3.1409398,101.6235506,12z?hl=en",,Federal Territory of Kuala Lumpur,"Lot No. G17, G17A & G17B, Ground Floor, Intermark Mall, 348, Jln Tun Razak",,FALSE,McDonald's Intermark Mall,4.2,"https://www.google.com/maps/place/McDonald's+Intermark+Mall/@3.161203,101.7178071,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc37c563e3af41:0x9577e570d539644d!8m2!3d3.161203!4d101.7199958?hl=en",https://www.mcdonalds.com.my/
"Kuala Lumpur Sentral Station, Lot 14, 15, & 16, First Floor, 50470 Kuala Lumpur, Malaysia",Fast food restaurant,Restaurant,Fast food restaurant,1.64467E+19,Kuala Lumpur,MY,FALSE,Floor 1 · KL Sentral - Main Entrance | Grand Lobby,3.134487,101.6865082,,"Kuala Lumpur Sentral Station, Lot 14, 15, & 16, First Floor",FALSE,+60 3-2271 1431,ChIJQbIR-MBJzDERQKLaUll8PuQ,"4MMP+QJ Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",50470,$$,2,543,217,164,54,94,14,2022-04-22T06:23:19.422Z,"https://www.google.com/maps/search/McDonald's+in+kl/@3.1409398,101.6235506,12z?hl=en",,Federal Territory of Kuala Lumpur,"Kuala Lumpur Sentral Station, Lot 14, 15, & 16, First Floor",,FALSE,McDonald's KL Sentral,3.9,"https://www.google.com/maps/place/McDonald's+KL+Sentral/@3.134487,101.6843195,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc49c0f811b241:0xe43e7c5952daa240!8m2!3d3.134487!4d101.6865082?hl=en",http://www.mcdonalds.com.my/
"120-120A, Bukit Bintang St, Bukit Bintang, 55100 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",Fast food restaurant,,Fast food restaurant,1.48854E+19,Kuala Lumpur,MY,FALSE,,3.1468673,101.7108831,,"120-120A, Bukit Bintang St",FALSE,+60 3-2142 7843,ChIJTV7I3Ss2zDER9TNVDfiXk84,"4PW6+P9 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",55100,$$,1,6881,3528,1805,346,953,249,2022-04-22T06:23:27.233Z,"https://www.google.com/maps/search/McDonald's+in+kl/@3.1409398,101.6235506,12z?hl=en",,Federal Territory of Kuala Lumpur,"120-120A, Bukit Bintang St",,FALSE,McDonald's Bukit Bintang,4.2,"https://www.google.com/maps/place/McDonald's+Bukit+Bintang/@3.1468673,101.7086944,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc362bddc85e4d:0xce9397f80d5533f5!8m2!3d3.1468673!4d101.7108831?hl=en",https://www.mcdonalds.com.my/
